name,male,female,related
Ryker,1,1,
Rylan,1,1,Ryland
Ryland,1,1,Rylan
Rylee,1,1,"Ryleigh,Rylie"
Ryleigh,1,1,"Rylee,Rylie"
Ryley,1,1,Riley
Rylie,1,1,"Rylee,Ryleigh"
Ryo,1,0,"Ryō,Ryou"
Ryu,1,0,
Saba,1,1,
Sabas,1,0,
Sabella,0,1,"Bella,Belle,Ibbie,Isabel,Isabella,Isabelle,Issy,Izabelle,Izzy"
Sabina,0,1,Savina
Sabine,0,1,"Bine,Sabien"
Sabino,1,0,Savino
Sable,0,1,
Sabrina,1,1,
Sabryna,0,1,Sabrina
Sacha,1,1,
Sachiko,0,1,Yukiko
Sachin,1,0,
Sadaf,0,1,
Sade,1,1,
Sadi,1,1,
Sadia,0,1,
Sadie,1,1,"Sal,Sallie,Sally,Sara,Sarah,Sarina"
Sadiq,1,0,
Saeed,1,0,"Saeid,Sa'id"
Safa,0,1,"Safaa,Safaa'"
Saffron,0,1,
Safiya,0,1,Safiyyah
Safiyyah,0,1,Safiya
Sage,1,1,Saige
Sahar,1,1,
Said,1,0,
Saida,0,1,
Saif,1,0,
Saige,1,1,Sage
Saima,0,1,
Saira,0,1,
Sakari,1,1,"Sakke,Saku"
Sakina,0,1,
Sakura,0,1,
Sal,1,0,"Sadie,Sallie,Sally,Sara,Sarah,Sarina"
Salah,1,1,
Saleem,1,0,"Salama,Salem,Salim,Salman"
Saleh,1,0,Salih
Salem,1,1,"Salama,Saleem,Salim,Salman"
Salena,0,1,
Salim,1,0,"Salama,Saleem,Salem,Salman"
Salima,0,1,"Salma,Selima"
Salina,0,1,
Salli,0,1,
Sallie,1,1,"Sadie,Sal,Sally,Sara,Sarah,Sarina"
Sally,1,1,"Sadie,Sal,Sallie,Sara,Sarah,Sarina"
Salma,1,1,"Salima,Selima"
Salman,1,0,"Salama,Saleem,Salem,Salim"
Salome,1,1,
Salomon,1,0,Solomon
Salvador,1,1,
Salvator,1,0,
Salvatore,1,1,Tore
Sam,1,1,"Saam,Samantha,Sammie,Sammy,Samson,Samuel,Samwise"
Samad,1,0,
Samanta,0,1,Samantha
Samantha,1,1,"Sam,Samanta,Sammie,Sammy"
Samar,1,1,"Sameera,Samira"
Samara,0,1,
Sameer,1,0,Samir
Sameera,0,1,"Samar,Samira"
Sami,1,1,"Samppa,Samu,Samuel,Samuli"
Samia,0,1,Samiya
Samina,0,1,Thamina
Samir,1,1,Sameer
Samira,0,1,"Samar,Sameera"
Samiya,0,1,Samia
Sammi,1,1,"Sam,Samantha,Sammie,Sammy"
Sammie,1,1,"Sam,Samantha,Sammy,Samson,Samuel"
Sammy,1,1,"Sam,Samantha,Sammie,Samson,Samuel"
Sampson,1,0,
Samson,1,0,"Sam,Sammie,Sammy"
Samuel,1,1,"Sam,Sami,Sammie,Sammy,Samppa,Samu,Samuli"
San,1,1,
Sana,1,1,Sanaa
Sanaa,0,1,Sana
Sanda,0,1,"Aleksandra,Alexandra,Andra,Santa,Saša"
Sandeep,1,1,Sandip
Sander,1,1,"Aleksander,Alex,Alexander,Lex,Xander"
Sandi,1,1,"Aleks,Aleksandar,Aleksander,Aleš,Saša,Sašo"
Sandie,1,1,"Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandra,Sandy,Zandra"
Sandor,1,0,
Sandra,1,1,"Alessa,Alessandra,Sandie,Sandrine,Sandy"
Sandro,1,0,"Ale,Aleksandre,Alessandro,Alex"
Sandy,1,1,"Al,Alec,Alex,Alexa,Alexander,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lex,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandra,Xander,Zander,Zandra"
Sanford,1,0,
Sang,1,1,
Sanjana,0,1,
Sanjay,1,0,
Sanna,0,1,"Sanni,Susanna,Susanne"
Santa,1,1,"Aleksandra,Sanda,Santina,Santuzza"
Santiago,1,1,"Diego,Diogo,Santi,Thiago,Tiago"
Santina,0,1,"Santa,Santuzza"
Santino,1,0,"Sante,Santi,Santo"
Santo,1,0,"Sante,Santi,Santino"
Santos,1,1,
Sanya,0,1,"Aleks,Aleksandr,Aleksandra,Aleksandrina,Alesya,Alex,Alexandr,Alexandra,Alexsandr,Alik,Alya,Asya,Saniyya,Sasha,Sashenka,Sashok,Shura"
Saoirse,0,1,
Saori,0,1,
Sapphira,0,1,
Sapphire,0,1,
Sara,1,1,"Saar,Sadie,Sal,Sallie,Sally,Sarah,Sarina,Sarit,Sarita,Sarrha"
Sarah,1,1,"Sadie,Sal,Sallie,Sally,Sara,Sarai,Sarina,Sarit"
Sarai,1,1,Sarah
Sari,1,1,Saija
Sariah,0,1,
Sarika,0,1,
Sarina,0,1,"Saar,Sadie,Sal,Sallie,Sally,Sara,Sarah,Serena,Serina"
Sarita,0,1,Sara
Sarkis,1,0,Sargis
Sarra,0,1,
Sascha,1,1,
Sasha,1,1,"Aleks,Aleksandr,Aleksandra,Aleksandrina,Alesya,Alex,Alexandr,Alexandra,Alexsandr,Alik,Alya,Asya,Lesya,Oleksander,Oleksandr,Oleksandra,Oles,Olesya,Sanya,Sashenka,Sashok,Shura"
Saskia,0,1,
Satchel,1,0,
Saturnino,1,0,
Saul,1,1,
Saundra,1,1,
Savanna,1,1,Savannah
Savannah,1,1,Savanna
Saverio,1,0,
Savina,0,1,Sabina
Savino,1,0,Sabino
Sawyer,1,1,
Saxon,1,1,
Saylor,1,1,
Sayuri,0,1,
Scarlet,0,1,Scarlett
Scarlett,1,1,Scarlet
Schuyler,1,1,"Skylar,Skyler"
Scot,1,1,"Scott,Scottie,Scotty"
Scott,1,1,"Scot,Scottie,Scotty"
Scottie,1,1,"Scot,Scott,Scotty"
Scotty,1,1,"Scot,Scott,Scottie"
Scout,1,1,
Seamus,1,0,
Sean,1,1,"Seán,Shane,Shaun,Shawn,Shayne"
Seanna,0,1,
Sebastian,1,1,"Bastian,Sebastián,Šebestián,Seppo"
Sebastiano,1,0,
Sebastien,1,0,
Seema,0,1,Sima
Sekani,1,1,
Sela,0,1,
Selah,1,1,
Selby,1,1,
Selena,1,1,Selene
Selene,1,1,Selena
Selim,1,0,
Selina,0,1,
Selma,1,1,Zelma
Selwyn,1,1,
Seneca,1,1,
Senna,1,1,
Sephora,0,1,
September,0,1,
Sequoia,1,1,
Sequoyah,1,1,
Sera,0,1,"Sadie,Sal,Sallie,Sally,Sara,Sarah,Sarina"
Serafin,1,0,
Serafina,0,1,Fina
Seraphina,0,1,
Seraphine,1,1,
Seren,1,1,
Serena,1,1,"Sarina,Serina"
Serenity,1,1,
Serge,1,0,
Sergio,1,1,
Serina,0,1,"Sarina,Serena"
Seth,1,1,"Set,Sutekh"
Severiano,1,0,Seve
Severin,1,0,"Sören,Søren"
Severo,1,0,
Seward,1,0,
Seymour,1,1,
Shad,1,0,Chad
Shadi,1,1,
Shadrach,1,0,
Shae,1,1,
Shaelyn,0,1,
Shahd,0,1,
Shaheen,1,1,Shahin
Shahid,1,0,
Shai,1,1,"Shay,Yeshayahu"
Shaina,1,1,"Shana,Shayna"
Shaindel,0,1,"Shaina,Shana,Shayna"
Shaka,1,1,
Shakila,0,1,
Shakir,1,1,Shakur
Shakira,0,1,
Shakur,1,1,Shakir
Shalom,1,1,
Shamira,0,1,
Shamus,1,0,"Séamus,Sheamus"
Shan,1,1,"Siân,Siana,Siani"
Shana,1,1,"Shaina,Shanna,Shannen,Shannon,Shanon,Shayna"
Shanae,0,1,
Shane,1,1,"Seán,Sean,Shaun,Shawn,Shayne"
Shanelle,0,1,"Chanel,Chanelle"
Shani,1,1,
Shania,0,1,
Shanice,1,1,
Shanika,1,1,
Shaniqua,0,1,
Shanna,1,1,"Shana,Shannen,Shannon,Shanon"
Shannah,0,1,"Shana,Shanna,Shannen,Shannon,Shanon"
Shannen,1,1,"Shana,Shanna,Shannon,Shanon"
Shannon,1,1,"Shana,Shanna,Shannen,Shanon"
Shanon,1,1,"Shana,Shanna,Shannen,Shannon"
Shanta,1,1,
Shantae,1,1,Chanté
Shantel,1,1,"Chantal,Chantel,Chantelle"
Shantelle,0,1,"Chantal,Chantel,Chantelle,Shantel"
Shanti,1,1,
Shaquille,1,1,
Shareef,1,0,"Sharif,Sherif"
Shari,1,1,"Sharon,Sharron,Sharyn,Sheree,Sheri,Sherie,Sherri,Sherrie,Sherry"
Shariah,0,1,
Sharif,1,1,"Shareef,Sherif"
Sharifa,0,1,Sharifah
Sharise,0,1,"Charisse,Cherise"
Sharla,0,1,"Charla,Charlee,Charleigh"
Sharleen,0,1,"Charla,Charlee,Charleen,Charleigh,Charlene,Charley,Charli,Charlie,Sharla,Sharlene"
Sharlene,0,1,"Charla,Charlee,Charleen,Charleigh,Charlene,Charley,Charli,Charlie,Sharla,Sharleen"
Sharmaine,1,1,Charmaine
Sharon,1,1,"Shari,Sharron,Sharyn"
Sharona,0,1,"Shari,Sharon,Sharron,Sharyn"
Sharron,1,1,"Shari,Sharon,Sharyn"
Sharyl,0,1,"Cher,Cheri,Cherie,Cherilyn,Cherryl,Cheryl,Sherilyn,Sheryl,Sheryll"
Sharyn,0,1,"Shari,Sharon,Sharron"
Shaul,1,0,
Shaun,1,1,"Sean,Shane,Shawn,Shayne"
Shauna,1,1,
Shavonne,0,1,"Chevonne,Shevaun,Shevon,Siobhán"
Shaw,1,1,
Shawn,1,1,"Sean,Shane,Shaun,Shayne"
Shawna,1,1,
Shawnda,0,1,Shonda
Shawnee,1,1,
Shay,1,1,"Sé,Séaghdha,Shai,Shea,Yeshayahu"
Shaye,1,1,Shae
Shayla,1,1,"Sheila,Shelia,Shyla"
Shaylyn,0,1,
Shayna,1,1,"Shaina,Shana"
Shayne,1,1,"Sean,Shane,Shaun,Shawn"
Shea,1,1,"Sé,Séaghdha,Shay"
Sheba,0,1,
Sheela,0,1,Shila
Sheena,1,1,"Shena,Sìne"
Sheila,1,1,"Shayla,Shelia,Shyla,Síle"
Shekinah,0,1,
Shelagh,0,1,"Shayla,Sheila,Shelia,Shyla"
Shelah,0,1,
Shelby,1,1,
Sheldon,1,1,Shel
Shelia,1,1,"Shayla,Sheila,Shyla"
Shelley,1,1,"Shell,Shelly"
Shelly,1,1,"Shell,Shelley"
Shelton,1,1,
Shem,1,1,
Shena,0,1,Sheena
Shepherd,1,1,
Sheree,0,1,"Shari,Sheri,Sherie,Sherri,Sherrie,Sherry"
Shereen,0,1,"Shireen,Shirin"
Sheri,1,1,"Shari,Sheree,Sherie,Sherri,Sherrie,Sherry"
Sheridan,1,1,
Sherie,0,1,"Shari,Sheree,Sheri,Sherri,Sherrie,Sherry"
Sherill,1,1,"Cher,Cheri,Cherie,Cherilyn,Cherryl,Cheryl,Sharyl,Sherilyn,Sheryl,Sheryll"
Sherilyn,0,1,"Cher,Cheri,Cherie,Cherilyn,Cherryl,Cheryl,Sharyl,Sheryl,Sheryll"
Sherley,1,1,"Shirlee,Shirley"
Sherman,1,1,
Sherri,1,1,"Shari,Sheree,Sheri,Sherie,Sherrie,Sherry"
Sherrie,1,1,"Shari,Sheree,Sheri,Sherie,Sherri,Sherry"
Sherry,1,1,"Shari,Sheree,Sheri,Sherie,Sherri,Sherrie"
Sherwood,1,1,
Sheryl,1,1,"Cher,Cheri,Cherie,Cherilyn,Cherryl,Cheryl,Sharyl,Sherilyn,Sheryll"
Sheryll,0,1,"Cher,Cheri,Cherie,Cherilyn,Cherryl,Cheryl,Sharyl,Sherilyn,Sheryl"
Shifra,0,1,
Shigeru,1,0,
Shila,0,1,Sheela
Shiloh,1,1,
Shimon,1,0,
Shira,0,1,Shir
Shireen,0,1,"Shereen,Shirin"
Shirin,0,1,"Shereen,Shireen"
Shirlee,1,1,Shirley
Shirley,1,1,Shirlee
Shiv,1,0,
Shiva,1,1,Siva
Shivani,0,1,
Shlomo,1,0,
Shmuel,1,0,
Shona,0,1,"Seona,Seonag,Seònaid,Sheona"
Shonda,0,1,Shawnda
Shoshana,0,1,
Shraga,1,0,Sheraga
Shreya,0,1,
Shun,1,1,
Shyam,1,0,
Shyla,0,1,"Shayla,Sheila,Shelia"
Sian,1,1,
Siana,0,1,"Shan,Siân,Siani"
Siani,0,1,"Shan,Siân,Siana"
Sibyl,0,1,Sybil
Sid,1,1,Sidney
Siddharth,1,0,
Sidney,1,1,Sid
Siegfried,1,0,Sigi
Siena,0,1,Sienna
Sienna,1,1,Siena
Sierra,1,1,"Ciara,Ciera,Cierra"
Sigmund,1,0,Sigmundr
Signe,0,1,
Sigrid,0,1,"Siiri,Siri"
Sigurd,1,0,"Sigge,Sigurðr"
Silas,1,1,Silouanos
Silva,0,1,"Silvija,Silviya"
Silvana,0,1,
Silvano,1,0,
Silver,1,1,
Silvester,1,0,"Sly,Sylvester"
Silvestre,1,0,
Silvia,1,1,"Sílvia,Sylvia"
Silvio,1,0,
Sima,0,1,Seema
Simcha,1,1,
Simeon,1,1,Simo
Simon,1,1,"Siem,Siemen,Sime,Simen,Symeon"
Simona,0,1,Simonetta
Simone,1,1,Simonne
Simonne,0,1,Simone
Simran,1,1,
Sinclair,1,1,
Sindy,0,1,"Cindi,Cindy,Cyndi,Cynthia,Lucinda"
Sinead,0,1,
Siobhan,0,1,
Sion,1,1,
Siri,0,1,Sigrid
Sissy,0,1,"Cece,Cecelia,Cecilia,Cecily,Celia,Cicely,Cissy,Fannie,Fanny,Fran,Frances,Francis,Frankie,Frannie,Franny,Pris,Priscilla,Prissy,Sissie"
Sivan,1,1,
Sky,1,1,Skye
Skye,1,1,Sky
Skyla,0,1,
Skylar,1,1,"Schuyler,Skyler"
Skyler,1,1,"Schuyler,Skylar"
Slade,1,1,
Sloan,1,1,
Sloane,1,1,
Smith,1,1,
Sneha,0,1,
Socorro,1,1,
Socrates,1,0,Sokrates
Sofia,1,1,"Sofie,Sofiya,Sofya,Sohvi,Sonya,Sophia,Viivi,Vivi,Žofia"
Sofie,0,1,"Fieke,Sofia,Sophie,Vivi,Žofie"
Sofiya,0,1,"Sofia,Sofya,Sonya"
Sohan,1,0,Soan
Sol,1,1,"Solly,Solomon"
Solange,0,1,"Solène,Soline"
Soledad,1,1,
Soleil,1,1,
Solomon,1,1,"Salomon,Sol,Solly"
Solon,1,0,
Solveig,0,1,"Solvej,Sølvi,Sylvi"
Sommer,0,1,Summer
Son,1,1,
Sona,0,1,Sonal
Sonal,0,1,Sona
Sonam,1,1,
Sondra,0,1,
Sonia,1,1,Sonya
Sonja,1,1,
Sonnie,1,1,Sonny
Sonny,1,1,
Sonya,1,1,"Sofia,Sofiya,Sofya,Sonia"
Sophia,1,1,Sofia
Sophie,1,1,"Fieke,Sofie"
Sophronia,0,1,
Sora,1,1,
Soraya,0,1,Soraia
Soren,1,1,
Sparrow,1,1,
Spencer,1,1,
Spirit,1,1,
Spiro,1,0,"Spiridon,Spiros,Spyridon,Spyro,Spyros"
Spiros,1,0,"Spiridon,Spiro,Spyridon,Spyro,Spyros"
Spring,0,1,
Stacee,0,1,"Anastasia,Stace,Stacey,Staci,Stacia,Stacie,Stacy"
Stacey,1,1,"Anastasia,Stace,Staci,Stacia,Stacie,Stacy"
Staci,1,1,"Anastasia,Stace,Stacey,Stacia,Stacie,Stacy"
Stacia,0,1,"Anastasia,Stace,Stacey,Staci,Stacie,Stacy"
Stacie,1,1,"Anastasia,Stace,Stacey,Staci,Stacia,Stacy"
Stacy,1,1,"Anastasia,Stace,Stacey,Staci,Stacia,Stacie"
Stafford,1,0,
Stan,1,0,Stanley
Stanford,1,0,
Stanley,1,1,Stan
Star,1,1,"Starla,Starr"
Starla,0,1,"Star,Starr"
Starr,1,1,"Star,Starla"
Stasia,0,1,"Anastazja,Stanisława"
Stavros,1,0,
Stefan,1,1,"Stefek,Stephan,Stevan,Steven,Stevo,Szczepan"
Stefani,0,1,"Steph,Stephani,Stephania,Stephanie,Stephany,Stevie"
Stefania,0,1,Stefcia
Stefanie,1,1,"Steffi,Stephanie"
Stefano,1,0,
Steffan,1,0,
Steffen,1,0,
Steffi,0,1,"Stefanie,Stephanie"
Stella,1,1,Styliani
Stellan,1,0,
Stephan,1,1,"Stefan,Steven"
Stephane,1,1,
Stephani,0,1,"Stefani,Steph,Stephania,Stephanie,Stephany,Stevie"
Stephania,0,1,"Stefani,Steph,Stephani,Stephanie,Stephany,Stevie"
Stephanie,1,1,"Stefani,Stefanie,Steffi,Steph,Stephani,Stephania,Stephany,Stevie"
Stephany,1,1,"Stefani,Steph,Stephani,Stephania,Stephanie,Stevie"
Stephen,1,1,"Ste,Steph,Steve,Steven,Stevie"
Sterling,1,1,
Stevan,1,0,"Stefan,Stevo"
Steve,1,1,"Ste,Steph,Stephen,Steven,Stevie"
Steven,1,1,"Ste,Stefan,Steph,Stephan,Stephen,Steve,Stevie"
Stevie,1,1,"Ste,Stefani,Steph,Stephani,Stephania,Stephanie,Stephany,Stephen,Steve,Steven"
Stewart,1,1,Stew
Stirling,1,1,
Stone,1,1,
Storm,1,1,
Stuart,1,1,Stu
Su,1,1,
Sue,1,1,"Sukie,Susan,Susanna,Susie,Suz,Suzan,Suzanna,Suzi,Suzie,Suzy,Zanna"
Suellen,0,1,
Sulaiman,1,0,Sulayman
Sulayman,1,0,Sulaiman
Suleiman,1,0,
Sullivan,1,1,
Sultan,1,0,
Sumiko,0,1,
Summer,1,1,Sommer
Sunday,1,1,
Sung,1,1,Seong
Sunil,1,0,
Sunita,0,1,
Sunny,1,1,
Sunshine,1,1,
Suraj,1,0,
Suraya,0,1,"Surayya,Thurayya"
Suri,0,1,
Surya,1,1,Suriya
Susan,1,1,"Sue,Sukie,Susanna,Susie,Suz,Suzan,Suzanna,Suzi,Suzie,Suzy"
Susana,1,1,Suzana
Susann,0,1,"Sanne,Susanna,Susanne,Suse,Susi"
Susanna,0,1,"Sanna,Sanne,Sanni,Sue,Sukie,Susan,Susann,Susanne,Susie,Suus,Suz,Suzan,Suzanna,Suzi,Suzie,Suzy,Syuzanna,Zanna"
Susannah,0,1,
Susanne,0,1,"Sanna,Sanne,Sanni,Susann,Susanna,Suse,Susi"
Susie,1,1,"Sue,Sukie,Susan,Susanna,Suz,Suzan,Suzanna,Suzi,Suzie,Suzy,Zanna"
Suzan,0,1,"Sue,Susan,Susanna,Susie,Suz,Suzanna,Suzi,Suzie,Suzy"
Suzana,0,1,Susana
Suzanna,0,1,"Sue,Sukie,Susan,Susanna,Susie,Suz,Suzan,Suzi,Suzie,Suzy,Zanna"
Suzanne,1,1,"Suze,Suzette"
Suzette,1,1,Suzanne
Suzi,0,1,"Sue,Sukie,Susan,Susanna,Susie,Suz,Suzan,Suzanna,Suzie,Suzy,Zanna"
Suzie,0,1,"Sue,Sukie,Susan,Susanna,Susie,Suz,Suzan,Suzanna,Suzi,Suzy,Zanna"
Suzy,0,1,"Sue,Sukie,Susan,Susanna,Susie,Suz,Suzan,Suzanna,Suzi,Suzie,Zanna"
Svea,0,1,
Sven,1,0,
Svetlana,0,1,"Lana,Sveta,Svetka"
Sybil,1,1,Sibyl
Sydne,0,1,"Cydney,Sydney,Sydnie"
Sydney,1,1,"Cydney,Sydnie"
Sydnie,0,1,"Cydney,Sydney"
Syed,1,1,
Syeda,0,1,
Sylva,1,1,"Silvie,Sylvie"
Sylvan,1,1,
Sylvana,0,1,
Sylvester,1,1,"Silvester,Sly"
Sylvia,1,1,"Silvia,Sølvi,Sylvi"
Sylvie,0,1,"Silvie,Sylva,Sylvette"
Symphony,0,1,
Tabatha,0,1,"Tabby,Tabitha,Tibby"
Tabitha,1,1,"Tabatha,Tabby,Tibby"
Tad,1,0,"Thad,Thaddeus"
Tadeo,1,0,
Taegan,1,1,
Tafari,1,1,
Taffy,0,1,"Dafydd,Dai,David,Dewydd"
Taha,1,0,
Tahir,1,0,Taher
Tahira,0,1,
Tahlia,0,1,Talia
Tahnee,0,1,Tawny
Tai,1,1,
Taina,0,1,"Tatiana,Tatjana"
Taj,1,1,
Taja,1,1,
Tajuana,0,1,
Takara,0,1,
Takashi,1,0,
Takeshi,1,1,
Tal,1,1,
Tali,1,1,
Talia,1,1,"Tahlia,Talya"
Talib,1,0,
Talin,1,1,Taline
Talisha,0,1,
Talitha,0,1,
Tallulah,0,1,
Talon,1,1,
Talya,0,1,Talia
Tam,1,1,"Tàmhas,Tavish,Tom,Tòmas"
Tama,1,1,
Tamar,1,1,
Tamara,1,1,"Tamera,Tami,Tamia,Tammi,Tammie,Tammy,Tamra,Toma"
Tamari,1,1,
Tamaya,0,1,
Tameka,1,1,"Tamia,Tamika,Tammy"
Tamela,0,1,
Tamera,0,1,"Tamara,Tami,Tamia,Tammi,Tammie,Tammy,Tamra"
Tami,1,1,"Tamara,Tamera,Tamia,Tammi,Tammie,Tammy,Tamra"
Tamia,0,1,"Tamara,Tameka,Tamera,Tami,Tamika,Tammi,Tammie,Tammy,Tamra"
Tamika,1,1,"Tameka,Tamia,Tammy"
Tamiko,1,1,
Tamila,0,1,
Tamir,1,1,
Tammara,0,1,"Tamara,Tamera,Tami,Tamia,Tammi,Tammie,Tammy,Tamra"
Tammi,0,1,"Tamara,Tamera,Tami,Tamia,Tammie,Tammy,Tamra"
Tammie,1,1,"Tamara,Tamera,Tami,Tamia,Tammi,Tammy,Tamra"
Tammy,1,1,"Tamara,Tameka,Tamera,Tami,Tamia,Tamika,Tammi,Tammie,Tamra"
Tamra,1,1,"Tamara,Tamera,Tami,Tamia,Tammi,Tammie,Tammy"
Tana,1,1,
Taneka,0,1,Tanika
Taner,1,0,
Tanesha,0,1,Tanisha
Tania,1,1,Tanya
Tanika,0,1,
Taniqua,0,1,
Tanis,1,1,"Tanit,Tanith"
Tanisha,1,1,Tanesha
Tanja,0,1,Tatjana
Tanner,1,1,
Tanvi,0,1,Tanu
Tanya,1,1,"Tania,Tatiana,Tatyana"
Tara,1,1,"Tarah,Tera,Terra"
Tarah,0,1,"Tara,Tera,Terra"
Taras,1,0,
Tarek,1,0,"Tarik,Tariq"
Tarik,1,1,"Tarek,Tariq"
Tarina,0,1,"Tara,Tarah,Tera,Terra"
Tariq,1,1,"Tarek,Tarik"
Taron,1,1,
Taryn,1,1,
Tasha,1,1,"Nat,Nata,Natalia,Nataliya,Natalya,Natasha"
Tashi,1,1,
Tasia,0,1,"Anastasia,Natasa,Tasoula"
Tasnim,1,1,
Tate,1,1,
Tatiana,1,1,"Taina,Tanya,Tatianna,Tatyana,Tatyanna,Tiana,Tianna"
Tatianna,0,1,"Tatiana,Tatyanna,Tiana,Tianna"
Tatum,1,1,
Tatyana,0,1,"Tanya,Tatiana"
Tatyanna,0,1,"Tatiana,Tatianna,Tiana,Tianna"
Tavish,1,1,"Tam,Tàmhas,Tòmas"
Tawnee,0,1,Tawny
Tawnie,0,1,Tawny
Tawny,0,1,
Tawnya,0,1,"Antonia,Nia,Toni,Tonia,Tonya"
Tayla,0,1,Tayler
Taylan,1,1,
Tayler,1,1,Tayla
Taylor,1,1,
Tea,0,1,"Dora,Dorotea,Doroteja,Teija,Teja,Teo,Teona"
Teagan,1,1,
Teague,1,1,"Tadg,Tadhg,Tadhgán,Teige,Teigue,Tighe"
Teal,1,1,
Ted,1,1,"Ed,Eddie,Eddy,Edward,Ned,Teddie,Teddy,Theo,Theodore"
Teddie,1,1,"Ed,Eddie,Eddy,Edward,Ned,Ted,Teddy,Theo,Theodore"
Teddy,1,1,"Ed,Eddie,Eddy,Edward,Ned,Ted,Teddie,Theo,Theodore"
Tegan,1,1,
Tehila,0,1,"Hallel,Hila,Tahel"
Teja,1,1,"Doroteja,Mateja,Tea"
Temperance,0,1,
Tempest,0,1,
Temple,1,1,
Tena,0,1,"Tereza,Terezija"
Tennyson,1,1,
Tenzin,1,1,Tenzing
Teo,1,0,"Tea,Teobaldo,Teodor,Teodoro,Teona"
Teodora,0,1,"Dora,Doretta,Dorita,Thea,Todorka"
Teodoro,1,0,"Téo,Teo"
Teofilo,1,0,
Teona,0,1,"Tea,Teo"
Tera,0,1,"Tara,Tarah,Terra"
Terah,1,1,
Terance,1,0,"Tel,Terence,Terrance,Terrence,Terry"
Terell,1,1,Terrell
Terence,1,1,"Tel,Terance,Terrance,Terrence,Terry"
Teresa,1,1,"Tere,Teresia,Teresinha,Teresita,Tereza,Terezinha,Teri,Terri,Terrie,Terry,Tess,Tessa,Tessan,Tessie,Theresa,Theresia,Tracy"
Terese,0,1,
Teresia,0,1,"Teresa,Tessan"
Teresita,0,1,"Tere,Teresa"
Terez,1,1,
Tereza,0,1,"Tena,Teresa,Teresinha,Terézia,Terezija,Terezinha"
Teri,1,1,"Teresa,Terri,Terrie,Terry,Tess,Tessa,Tessie,Theresa,Tracee,Tracey,Traci,Tracie,Tracy"
Terra,1,1,"Tara,Tarah,Tera"
Terrance,1,1,"Tel,Terance,Terence,Terrence,Terry"
Terrell,1,1,Terell
Terrence,1,1,"Tel,Terance,Terence,Terrance,Terry"
Terri,1,1,"Teresa,Teri,Terrie,Terry,Tess,Tessa,Tessie,Theresa,Tracee,Tracey,Traci,Tracie,Tracy"
Terrie,1,1,"Teresa,Teri,Terri,Terry,Tess,Tessa,Tessie,Theresa,Tracee,Tracey,Traci,Tracie,Tracy"
Terry,1,1,"Tel,Terance,Terence,Teresa,Teri,Terrance,Terrence,Terri,Terrie,Tess,Tessa,Tessie,Theresa,Tracee,Tracey,Traci,Tracie,Tracy"
Tess,0,1,"Teresa,Teri,Terri,Terrie,Terry,Tessa,Tessie,Thera,Theresa,Theresia,Tracee,Tracey,Traci,Tracie,Tracy,Trees"
Tessa,1,1,"Teresa,Teri,Terri,Terrie,Terry,Tess,Tessie,Thera,Theresa,Theresia,Tracee,Tracey,Traci,Tracie,Tracy,Trees"
Tessie,1,1,"Teresa,Teri,Terri,Terrie,Terry,Tess,Tessa,Theresa,Tracee,Tracey,Traci,Tracie,Tracy"
Tevin,1,1,
Tevita,1,0,
Tex,1,1,
Thad,1,1,"Tad,Thaddeus"
Thaddaeus,1,0,
Thaddeus,1,1,"Tad,Thad"
Thais,0,1,Thaïs
Thalia,0,1,Thaleia
Thane,1,0,
Thanh,1,1,
Thao,1,1,
Thatcher,1,1,
Thea,1,1,"Dora,Dorothea,Dorothy,Dortha,Dorthy,Teodora,Therese"
Theda,0,1,
Theia,0,1,
Thelma,1,1,
Theo,1,1,"Ted,Teddie,Teddy,Theodoor,Theodor,Theodore,Theodorus"
Theodor,1,0,Theo
Theodora,1,1,"Dora,Dorean,Doreen,Doretta,Dorinda,Dorine"
Theodore,1,1,"Ted,Teddie,Teddy,Theo"
Theodosia,0,1,
Theophilus,1,0,Theophilos
Thera,0,1,"Tess,Tessa,Theresia,Trees"
Theresa,1,1,"Teresa,Teri,Terri,Terrie,Terry,Tess,Tessa,Tessie,Theresia,Tracee,Tracey,Traci,Tracie,Tracy"
Therese,1,1,Thea
Theresia,0,1,"Teresa,Tess,Tessa,Thera,Theresa,Trees"
Theron,1,1,
Thersa,0,1,
Thiago,1,1,"Diogo,Santiago,Tiago"
Thierry,1,1,
Thom,1,0,"Thomas,Tom,Tommie,Tommy"
Thomas,1,1,"Maas,Thom,Tom,Tomas,Tommie,Tommy"
Thomasina,0,1,"Tamsin,Tamsyn"
Thor,1,0,"Þórr,Tor"
Thora,0,1,"Tone,Tonje,Tora,Torbjørg,Tordis,Torhild,Toril,Torild,Torill,Turid"
Thornton,1,0,
Thu,1,1,
Thuy,1,1,
Thyra,0,1,
Tia,1,1,
Tiago,1,0,"Diogo,Santiago,Thiago"
Tiana,1,1,"Christiana,Christina,Kristina,Krystina,Tatiana,Tatianna,Tatyanna,Tianna"
Tianna,0,1,"Christiana,Christina,Kristina,Krystina,Tatiana,Tatianna,Tatyanna,Tiana"
Tiara,1,1,
